1;arms_factory;2946.00;12.65;1366.00;0.62;0
1;arms_factory;2950.00;11.53;1358.00;1.83;0
1;arms_factory;2950.00;11.53;1358.00;5.95;0
1;arms_factory;2948.00;9.73;1373.00;2.68;0
1;arms_factory;2945.00;10.53;1371.00;3.90;0
1;arms_factory;2945.00;10.53;1371.00;1.73;0
1;industrial_complex;2952.00;11.25;1366.00;4.40;0
1;industrial_complex;2952.00;11.25;1366.00;5.96;0
1;industrial_complex;2943.00;10.35;1366.00;2.34;0
1;industrial_complex;2947.00;10.23;1359.00;0.18;0
1;industrial_complex;2947.00;10.23;1359.00;1.39;0
1;industrial_complex;2949.00;10.05;1372.00;4.40;0
1;air_base;2947.00;11.32;1362.00;0.79;0
1;naval_base;2944.00;9.50;1359.00;-0.79;5579
1;naval_base;2950.00;9.73;1373.00;-3.00;5555
1;naval_base;2940.00;9.50;1368.00;-1.19;5579
1;bunker;2947.00;13.50;1366.00;0.69;0
1;bunker;2950.00;11.10;1357.00;1.90;0
1;bunker;2950.00;10.65;1371.00;4.91;0
1;coastal_bunker;2954.00;9.68;1364.00;0.98;0
1;coastal_bunker;2941.00;9.50;1367.00;-1.19;0
1;coastal_bunker;2944.00;9.50;1354.00;-0.79;0
1;dockyard;2954.00;9.68;1364.00;0.98;0
1;anti_air_building;2953.00;10.60;1366.00;4.57;0
1;anti_air_building;2953.00;10.60;1366.00;2.41;0
1;anti_air_building;2944.00;11.07;1367.00;0.25;0
1;synthetic_refinery;2947.00;10.23;1359.00;0.35;0
1;fuel_silo;2948.00;10.95;1359.00;4.47;0
1;radar_station;2948.00;13.38;1365.00;2.23;0
1;rocket_site;2947.00;11.32;1362.00;3.87;0
1;nuclear_reactor;2948.00;9.62;1353.00;5.08;0
2;air_base;3012.00;11.32;1358.00;0.18;0
2;naval_base;3004.00;9.50;1352.00;-0.54;5656
2;naval_base;3012.00;9.50;1348.00;0.32;1452
2;naval_base;2998.00;9.50;1357.00;-0.93;5656
2;naval_base;2987.00;9.50;1367.00;-0.90;5579
2;bunker;2997.00;10.57;1371.00;3.96;0
2;bunker;2996.00;9.73;1363.00;3.36;0
2;bunker;3012.00;11.32;1358.00;0.25;0
2;bunker;3022.00;9.62;1348.00;0.35;0
2;coastal_bunker;3012.00;9.50;1348.00;0.32;0
2;coastal_bunker;2994.00;9.50;1360.00;-0.93;0
2;coastal_bunker;3020.00;9.50;1347.00;0.17;0
2;coastal_bunker;2990.00;9.50;1364.00;-0.90;0
2;coastal_bunker;3001.00;9.50;1354.00;-0.54;0
2;dockyard;3000.00;9.50;1354.00;-0.54;0
2;synthetic_refinery;3021.00;10.50;1352.00;5.59;0
2;fuel_silo;2990.00;9.70;1368.00;3.42;0
2;radar_station;3006.00;10.80;1367.00;5.42;0
2;rocket_site;3011.00;10.20;1353.00;2.48;0
3;arms_factory;2917.00;12.38;1450.00;3.90;0
3;arms_factory;2930.00;13.70;1456.00;1.73;0
3;arms_factory;2930.00;14.38;1453.00;4.40;0
3;arms_factory;2920.00;12.60;1454.00;5.96;0
3;arms_factory;2927.00;16.05;1440.00;2.34;0
3;arms_factory;2917.00;12.38;1450.00;0.18;0
3;industrial_complex;2930.00;13.70;1456.00;1.39;0
3;industrial_complex;2926.00;10.57;1462.00;4.40;0
3;industrial_complex;2921.00;13.43;1454.00;0.79;0
3;industrial_complex;2927.00;16.05;1440.00;4.91;0
3;industrial_complex;2927.00;15.12;1444.00;0.18;0
3;industrial_complex;2930.00;13.70;1456.00;2.85;0
3;air_base;2927.00;10.68;1462.00;0.69;0
3;bunker;2920.00;12.75;1444.00;1.90;0
3;bunker;2902.00;10.88;1441.00;4.91;0
3;bunker;2933.00;15.65;1452.00;1.29;0
3;bunker;2931.00;15.55;1451.00;3.96;0
3;bunker;2926.00;14.35;1446.00;0.34;0
3;bunker;2920.00;11.20;1456.00;3.36;0
3;bunker;2910.00;10.30;1452.00;4.57;0
3;bunker;2917.00;10.23;1458.00;2.41;0
3;bunker;2918.00;15.03;1436.00;0.25;0
3;bunker;2930.00;15.95;1441.00;0.35;0
3;bunker;2929.00;10.78;1463.00;4.47;0
3;anti_air_building;2925.00;14.07;1456.00;0.85;0
3;anti_air_building;2909.00;10.18;1453.00;3.87;0
3;anti_air_building;2925.00;14.62;1449.00;5.08;0
3;synthetic_refinery;2929.00;16.02;1443.00;2.92;0
3;fuel_silo;2936.00;15.12;1448.00;5.58;0
3;radar_station;2918.00;13.10;1451.00;2.53;0
3;rocket_site;2910.00;10.20;1453.00;3.52;0
3;nuclear_reactor;2926.00;14.90;1449.00;1.36;0
4;arms_factory;3060.00;9.85;1492.00;4.40;0
4;arms_factory;3063.00;9.93;1489.00;5.96;0
4;arms_factory;3065.00;10.40;1481.00;2.34;0
4;arms_factory;3045.00;13.12;1496.00;0.18;0
4;arms_factory;3047.00;13.55;1493.00;1.39;0
4;arms_factory;3064.00;10.43;1485.00;4.40;0
4;industrial_complex;3056.00;12.70;1473.00;0.79;0
4;industrial_complex;3042.00;11.60;1485.00;4.91;0
4;industrial_complex;3035.00;13.62;1476.00;0.18;0
4;industrial_complex;3052.00;13.88;1479.00;2.85;0
4;industrial_complex;3053.00;10.25;1490.00;0.69;0
4;industrial_complex;3052.00;10.68;1487.00;1.90;0
4;air_base;3045.00;14.18;1489.00;4.91;0
4;bunker;3043.00;13.48;1475.00;1.29;0
4;bunker;3041.00;14.85;1492.00;3.96;0
4;bunker;3041.00;11.98;1486.00;0.34;0
4;bunker;3050.00;14.90;1476.00;3.36;0
4;bunker;3061.00;11.10;1479.00;4.57;0
4;bunker;3065.00;10.15;1493.00;2.41;0
4;bunker;3053.00;14.18;1475.00;0.25;0
4;bunker;3054.00;10.35;1492.00;0.35;0
4;bunker;3040.00;13.62;1475.00;4.47;0
4;bunker;3063.00;10.68;1485.00;0.85;0
4;anti_air_building;3052.00;14.18;1478.00;3.87;0
4;anti_air_building;3051.00;10.73;1489.00;5.08;0
4;anti_air_building;3045.00;11.68;1483.00;2.92;0
4;synthetic_refinery;3044.00;13.38;1478.00;5.58;0
4;fuel_silo;3057.00;11.25;1469.00;0.86;0
4;radar_station;3053.00;12.68;1483.00;5.12;0
4;rocket_site;3060.00;11.40;1479.00;1.36;0
4;nuclear_reactor;3048.00;14.28;1476.00;4.03;0
5;arms_factory;3125.00;10.03;1597.00;2.34;0
5;arms_factory;3148.00;9.80;1603.00;0.18;0
5;arms_factory;3123.00;9.80;1600.00;1.39;0
5;arms_factory;3112.00;9.80;1596.00;4.40;0
5;arms_factory;3131.00;9.85;1591.00;0.79;0
5;arms_factory;3123.00;9.90;1591.00;4.91;0
5;industrial_complex;3131.00;10.40;1596.00;0.18;0
5;industrial_complex;3143.00;9.80;1603.00;2.85;0
5;industrial_complex;3124.00;9.93;1595.00;0.69;0
5;industrial_complex;3108.00;9.80;1596.00;1.90;0
5;industrial_complex;3118.00;9.80;1603.00;4.91;0
5;industrial_complex;3119.00;9.90;1591.00;1.29;0
5;air_base;3129.00;9.98;1602.00;3.96;0
